,Region,Subregion,Country,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
21KVS_07,Americas,South America,Paraguay,4,10682,368,430,0,29808,17132,7112
21KVS_08,Americas,South America,Brazil,23,997,917,46,0,13613,33678,16262
21KVS_08,Americas,South America,Paraguay,23,997,917,46,0,13613,33678,16262
21KVS_09,Americas,South America,Brazil,10,521,672,3087,0,14705,36372,10169
21KVS_09,Americas,South America,Paraguay,10,521,672,3087,0,14705,36372,10169
21KVS_10,Americas,South America,Brazil,0,0,0,0,0,57066,3026,5444
21KVS_10,Americas,South America,Paraguay,0,0,0,0,0,57066,3026,5444
21KVS_11,Americas,South America,Brazil,0,0,75,0,0,15083,44257,6121
21KVS_11,Americas,South America,Paraguay,0,0,75,0,0,15083,44257,6121
21KVS_12,Americas,South America,Brazil,0,0,26,23,0,27509,2880,35098
21KVS_12,Americas,South America,Paraguay,0,0,26,23,0,27509,2880,35098
21KVS_13,Americas,South America,Bolivia,0,998,0,0,0,57914,1335,5289
21KVS_13,Americas,South America,Brazil,0,998,0,0,0,57914,1335,5289
21KVS_13,Americas,South America,Paraguay,0,998,0,0,0,57914,1335,5289
21KVS_14,Americas,South America,Brazil,0,0,51,0,0,47529,51,17905
21KVS_14,Americas,South America,Paraguay,0,0,51,0,0,47529,51,17905
21KVS_15,Americas,South America,Bolivia,0,1591,464,0,0,37517,125,25839
21KVS_15,Americas,South America,Brazil,0,1591,464,0,0,37517,125,25839
21KVS_15,Americas,South America,Paraguay,0,1591,464,0,0,37517,125,25839
21KVS_16,Americas,South America,Brazil,9,103,8,0,0,26741,29862,8813
21KVS_16,Americas,South America,Paraguay,9,103,8,0,0,26741,29862,8813
21KVS_17,Americas,South America,Brazil,0,0,0,0,0,59279,1195,5062
21KVS_17,Americas,South America,Paraguay,0,0,0,0,0,59279,1195,5062
21KVS_18,Americas,South America,Bolivia,7,12924,180,0,0,32712,7040,12673
21KVS_18,Americas,South America,Brazil,7,12924,180,0,0,32712,7040,12673
21KVS_18,Americas,South America,Paraguay,7,12924,180,0,0,32712,7040,12673
21KVS_19,Americas,South America,Brazil,0,1061,28,0,0,6746,51182,6519
21KVS_19,Americas,South America,Paraguay,0,1061,28,0,0,6746,51182,6519
21KVS_20,Americas,South America,Bolivia,0,11,25,0,0,18805,44891,1804
21KVS_20,Americas,South America,Brazil,0,11,25,0,0,18805,44891,1804
21KVS_20,Americas,South America,Paraguay,0,11,25,0,0,18805,44891,1804
21KVS_21,Americas,South America,Brazil,0,0,172,0,0,64081,209,1074
21KVS_21,Americas,South America,Paraguay,0,0,172,0,0,64081,209,1074
21KVS_22,Americas,South America,Bolivia,0,0,546,0,0,4018,58512,2460
21KVS_22,Americas,South America,Brazil,0,0,546,0,0,4018,58512,2460
21KVS_22,Americas,South America,Paraguay,0,0,546,0,0,4018,58512,2460
21KVS_23,Americas,South America,Brazil,1,1999,0,0,0,49071,288,14177
21KVS_23,Americas,South America,Paraguay,1,1999,0,0,0,49071,288,14177
21KVS_24,Americas,South America,Bolivia,0,0,275,0,0,4726,59809,726
21KVS_24,Americas,South America,Brazil,0,0,275,0,0,4726,59809,726
21KVS_24,Americas,South America,Paraguay,0,0,275,0,0,4726,59809,726
21KVS_25,Americas,South America,Bolivia,0,0,44,0,0,46515,1761,17216
21KVS_25,Americas,South America,Brazil,0,0,44,0,0,46515,1761,17216
21KVS_25,Americas,South America,Paraguay,0,0,44,0,0,46515,1761,17216
21KVS_26,Americas,South America,Brazil,0,0,0,0,0,43433,2,22101
21KVS_26,Americas,South America,Paraguay,0,0,0,0,0,43433,2,22101
21KVS_27,Americas,South America,Brazil,0,0,11,0,0,47606,790,17129
21KVS_27,Americas,South America,Paraguay,0,0,11,0,0,47606,790,17129
21KVS_28,Americas,South America,Brazil,126,956,269,0,0,18962,33282,11941
21KVS_28,Americas,South America,Paraguay,126,956,269,0,0,18962,33282,11941
21KVS_29,Americas,South America,Brazil,0,0,0,0,0,61868,14,3654
21KVS_29,Americas,South America,Paraguay,0,0,0,0,0,61868,14,3654
21LUE_00,Americas,South America,Bolivia,0,4283,664,0,0,30753,28782,1054
21LUE_00,Americas,South America,Brazil,0,4283,664,0,0,30753,28782,1054
21LUE_01,Americas,South America,Bolivia,0,0,56649,0,0,761,6677,1449
21LUE_01,Americas,South America,Brazil,0,0,56649,0,0,761,6677,1449
21LUE_02,Americas,South America,Bolivia,0,0,84,0,0,65452,0,0
21LUE_02,Americas,South America,Brazil,0,0,84,0,0,65452,0,0
21LUE_03,Americas,South America,Bolivia,0,0,418,0,0,0,65118,0
21LUE_03,Americas,South America,Brazil,0,0,418,0,0,0,65118,0
21LUE_04,Americas,South America,Bolivia,0,0,0,0,0,0,0,65536
21LUE_04,Americas,South America,Brazil,0,0,0,0,0,0,0,65536
21LUE_05,Americas,South America,Bolivia,0,0,255,0,0,2926,33,62322
21LUE_05,Americas,South America,Brazil,0,0,255,0,0,2926,33,62322
21LUE_06,Americas,South America,Bolivia,0,0,47,0,0,18872,0,46617
21LUE_06,Americas,South America,Brazil,0,0,47,0,0,18872,0,46617
21LUE_07,Americas,South America,Bolivia,0,0,1656,0,0,1736,22102,40042
21LUE_07,Americas,South America,Brazil,0,0,1656,0,0,1736,22102,40042
21LUE_08,Americas,South America,Bolivia,0,0,0,0,0,14085,0,51451
21LUE_08,Americas,South America,Brazil,0,0,0,0,0,14085,0,51451
21LUE_09,Americas,South America,Bolivia,0,0,1,0,0,0,0,65535
21LUE_09,Americas,South America,Brazil,0,0,1,0,0,0,0,65535
21LUE_10,Americas,South America,Bolivia,0,0,1043,0,0,1544,61870,1079
21LUE_10,Americas,South America,Brazil,0,0,1043,0,0,1544,61870,1079
21LUE_11,Americas,South America,Bolivia,0,0,330,0,0,16974,0,48232
21LUE_11,Americas,South America,Brazil,0,0,330,0,0,16974,0,48232
21LUE_12,Americas,South America,Bolivia,0,0,4,0,0,1,0,65531
21LUE_12,Americas,South America,Brazil,0,0,4,0,0,1,0,65531
21LUE_13,Americas,South America,Bolivia,0,0,1070,0,0,2339,36855,25272
21LUE_13,Americas,South America,Brazil,0,0,1070,0,0,2339,36855,25272
21LUE_14,Americas,South America,Bolivia,0,0,0,0,0,18,0,65518
21LUE_14,Americas,South America,Brazil,0,0,0,0,0,18,0,65518
21LUE_15,Americas,South America,Bolivia,0,0,0,0,0,40789,0,24747
21LUE_15,Americas,South America,Brazil,0,0,0,0,0,40789,0,24747
21LUE_16,Americas,South America,Bolivia,0,0,0,0,0,1038,0,64498
21LUE_16,Americas,South America,Brazil,0,0,0,0,0,1038,0,64498
21LUE_17,Americas,South America,Bolivia,0,689,94,0,0,63656,91,1006
21LUE_17,Americas,South America,Brazil,0,689,94,0,0,63656,91,1006
21LUE_18,Americas,South America,Bolivia,0,0,226,0,0,432,64876,2
21LUE_18,Americas,South America,Brazil,0,0,226,0,0,432,64876,2
21LUE_19,Americas,South America,Bolivia,0,0,12,0,0,52317,13,13194
21LUE_19,Americas,South America,Brazil,0,0,12,0,0,52317,13,13194
21LUE_20,Americas,South America,Bolivia,0,0,2,0,0,911,0,64623
21LUE_20,Americas,South America,Brazil,0,0,2,0,0,911,0,64623
21LUE_21,Americas,South America,Bolivia,0,0,1,0,0,14088,0,51447
21LUE_21,Americas,South America,Brazil,0,0,1,0,0,14088,0,51447
21LUE_22,Americas,South America,Bolivia,0,0,1325,0,0,0,48576,15635
21LUE_22,Americas,South America,Brazil,0,0,1325,0,0,0,48576,15635
21LUE_23,Americas,South America,Bolivia,0,0,107,0,0,27966,1,37462
21LUE_23,Americas,South America,Brazil,0,0,107,0,0,27966,1,37462
21LUE_24,Americas,South America,Bolivia,0,0,33,0,0,0,65503,0
21LUE_24,Americas,South America,Brazil,0,0,33,0,0,0,65503,0
21LUE_25,Americas,South America,Bolivia,0,0,461,208,0,228,64607,32
21LUE_25,Americas,South America,Brazil,0,0,461,208,0,228,64607,32
21LUE_26,Americas,South America,Bolivia,0,0,514,0,0,6143,0,58879
21LUE_26,Americas,South America,Brazil,0,0,514,0,0,6143,0,58879
21LUE_27,Americas,South America,Bolivia,0,0,778,0,0,51639,3918,9201
21LUE_27,Americas,South America,Brazil,0,0,778,0,0,51639,3918,9201
21LUE_28,Americas,South America,Bolivia,0,0,498,0,0,12366,52647,25
21LUE_28,Americas,South America,Brazil,0,0,498,0,0,12366,52647,25
21LUE_29,Americas,South America,Bolivia,0,0,14,0,0,0,61982,3540
21LUE_29,Americas,South America,Brazil,0,0,14,0,0,0,61982,3540
21LXK_00,Americas,South America,Brazil,0,21153,6,0,0,41256,39,3082
21LXK_01,Americas,South America,Brazil,72,22,37495,26,0,8555,183,19183
21LXK_02,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21LXK_03,Americas,South America,Brazil,0,10,429,35,0,16104,39538,9420
21LXK_04,Americas,South America,Brazil,0,0,693,45,0,6,37686,27106
21LXK_05,Americas,South America,Brazil,0,505,0,0,0,65029,0,2
21LXK_06,Americas,South America,Brazil,0,0,0,0,0,65531,0,5
21LXK_07,Americas,South America,Brazil,0,543,1778,81,0,6677,36299,20158
21LXK_08,Americas,South America,Brazil,0,221,349,0,0,16457,30002,18507
21LXK_09,Americas,South America,Brazil,0,0,0,0,0,63682,0,1854
21LXK_10,Americas,South America,Brazil,0,0,279,0,0,49818,722,14717
21LXK_11,Americas,South America,Brazil,0,0,0,0,0,65492,0,44
21LXK_12,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21LXK_13,Americas,South America,Brazil,0,11750,184,0,0,28572,113,24917
21LXK_14,Americas,South America,Brazil,0,0,1847,267,0,3744,1,59677
21LXK_15,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21LXK_16,Americas,South America,Brazil,0,0,0,0,0,56504,31,9001
21LXK_17,Americas,South America,Brazil,0,628,319,0,0,22474,805,41310
21LXK_18,Americas,South America,Brazil,0,0,0,0,0,27280,0,38256
21LXK_19,Americas,South America,Brazil,0,0,382,72,0,40946,14756,9380
21LXK_20,Americas,South America,Brazil,0,13571,681,0,0,38913,978,11393
21LXK_21,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21LXK_22,Americas,South America,Brazil,0,0,1407,0,0,23950,3226,36953
21LXK_23,Americas,South America,Brazil,0,126,397,22,0,22060,14043,28888
21LXK_24,Americas,South America,Brazil,0,0,0,0,0,61790,0,3746
21LXK_25,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21LXK_26,Americas,South America,Brazil,0,0,0,0,0,64560,15,961
21LXK_27,Americas,South America,Brazil,0,114,262,0,0,6707,604,57849
21LXK_28,Americas,South America,Brazil,0,68,0,0,0,23923,22,41523
21LXK_29,Americas,South America,Brazil,0,0,0,0,0,52903,13,12620
21LYD_00,Americas,South America,Brazil,0,12693,153,0,0,19297,3401,29992
21LYD_01,Americas,South America,Brazil,425,8,48170,0,0,2152,14486,295
21LYD_02,Americas,South America,Brazil,1161,0,2913,0,0,5927,46101,9434
21LYD_03,Americas,South America,Brazil,0,0,0,0,0,65378,5,153
21LYD_04,Americas,South America,Brazil,0,0,0,0,0,0,65536,0
21LYD_05,Americas,South America,Brazil,0,0,47,0,0,1022,1238,63229
21LYD_06,Americas,South America,Brazil,0,127,83,0,0,11069,52688,1569
21LYD_07,Americas,South America,Brazil,2,9,111,0,0,29671,33504,2239
21LYD_08,Americas,South America,Brazil,0,4011,210,0,0,21310,35436,4569
21LYD_09,Americas,South America,Brazil,24,0,1534,0,0,7423,31677,24878
21LYD_10,Americas,South America,Brazil,425,316,1423,0,0,33375,10137,19860
21LYD_11,Americas,South America,Brazil,0,0,212,0,0,25665,22522,17137
21LYD_12,Americas,South America,Brazil,13,0,396,0,0,27007,5478,32642
21LYD_13,Americas,South America,Brazil,6,2,255,0,0,39478,10320,15475
21LYD_14,Americas,South America,Brazil,0,465,12,0,0,2571,60774,1714
21LYD_15,Americas,South America,Brazil,0,424,37,0,0,25689,38316,1070
21LYD_16,Americas,South America,Brazil,0,0,0,0,0,53569,9005,2962
21LYD_17,Americas,South America,Brazil,2,0,37,0,0,17386,47534,577
21LYD_18,Americas,South America,Brazil,0,0,55,0,0,19531,39706,6244
21LYD_19,Americas,South America,Brazil,0,0,0,0,0,21883,43396,257
21LYD_20,Americas,South America,Brazil,0,24,823,0,0,11027,34158,19504
21LYD_21,Americas,South America,Brazil,0,0,6,0,0,35908,13208,16414
21LYD_22,Americas,South America,Brazil,0,0,1068,0,0,14965,45609,3894
21LYD_23,Americas,South America,Brazil,0,0,589,0,0,21746,16094,27107
21LYD_24,Americas,South America,Brazil,34,1985,1495,0,0,5312,45565,11145
21LYD_25,Americas,South America,Brazil,0,0,218,0,0,13338,33478,18502
21LYD_26,Americas,South America,Brazil,9,0,123,0,0,6349,57936,1119
21LYD_27,Americas,South America,Brazil,0,0,105,0,0,9391,55979,61
21LYD_28,Americas,South America,Brazil,0,595,345,0,0,12211,51965,420
21LYD_29,Americas,South America,Brazil,194,284,1023,0,0,38834,15775,9426
21MXR_00,Americas,South America,Brazil,0,65533,0,0,0,3,0,0
21MXR_01,Americas,South America,Brazil,8,58,52302,0,0,267,0,12901
21MXR_02,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21MXR_03,Americas,South America,Brazil,0,0,144,0,0,179,16651,48562
21MXR_04,Americas,South America,Brazil,0,0,0,0,0,65454,0,82
21MXR_05,Americas,South America,Brazil,0,0,438,0,0,16002,4332,44764
21MXR_06,Americas,South America,Brazil,0,0,87,0,0,42881,0,22568
21MXR_07,Americas,South America,Brazil,0,0,0,0,0,65516,0,20
21MXR_08,Americas,South America,Brazil,0,0,7,0,0,33039,1612,30878
21MXR_09,Americas,South America,Brazil,0,0,17,0,0,47162,0,18357
21MXR_10,Americas,South America,Brazil,0,0,0,0,0,65226,0,310
21MXR_11,Americas,South America,Brazil,4,0,53,0,0,19444,891,45144
21MXR_12,Americas,South America,Brazil,0,0,0,0,0,36385,0,29151
21MXR_13,Americas,South America,Brazil,0,0,0,0,0,52670,2448,10418
21MXR_14,Americas,South America,Brazil,0,0,0,0,0,65506,0,30
21MXR_15,Americas,South America,Brazil,0,36,0,0,0,50116,0,15384
21MXR_16,Americas,South America,Brazil,0,27823,0,0,0,26213,0,11500
21MXR_17,Americas,South America,Brazil,0,0,0,0,0,44172,0,21364
21MXR_18,Americas,South America,Brazil,0,0,0,0,0,41743,0,23793
21MXR_19,Americas,South America,Brazil,0,0,9,0,0,41029,0,24498
21MXR_20,Americas,South America,Brazil,0,0,12,0,0,58133,0,7391
21MXR_21,Americas,South America,Brazil,0,0,0,0,0,54310,0,11226
21MXR_22,Americas,South America,Brazil,0,0,0,0,0,65460,0,76
21MXR_23,Americas,South America,Brazil,0,0,0,0,0,58882,0,6654
21MXR_24,Americas,South America,Brazil,0,0,0,0,0,65481,0,55
21MXR_25,Americas,South America,Brazil,0,0,0,0,0,63830,0,1706
21MXR_26,Americas,South America,Brazil,0,0,0,0,0,65533,0,3
21MXR_27,Americas,South America,Brazil,0,0,0,0,0,65524,0,12
21MXR_28,Americas,South America,Brazil,0,0,0,0,0,62968,0,2568
21MXR_29,Americas,South America,Brazil,0,0,0,0,0,65502,0,34
21NTD_00,Americas,South America,Brazil,18,16162,29,0,0,483,0,48844
21NTD_00,Americas,South America,Guyana,18,16162,29,0,0,483,0,48844
21NTD_01,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_01,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_02,Americas,South America,Brazil,0,0,0,0,0,0,0,65536
21NTD_02,Americas,South America,Guyana,0,0,0,0,0,0,0,65536
21NTD_03,Americas,South America,Brazil,0,1220,0,0,0,64295,0,21
21NTD_03,Americas,South America,Guyana,0,1220,0,0,0,64295,0,21
21NTD_04,Americas,South America,Brazil,0,0,0,0,0,15984,0,49552
21NTD_04,Americas,South America,Guyana,0,0,0,0,0,15984,0,49552
21NTD_05,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_05,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_06,Americas,South America,Brazil,0,34,0,1025,0,102,0,64375
21NTD_06,Americas,South America,Guyana,0,34,0,1025,0,102,0,64375
21NTD_07,Americas,South America,Brazil,0,0,0,0,0,65445,0,91
21NTD_07,Americas,South America,Guyana,0,0,0,0,0,65445,0,91
21NTD_08,Americas,South America,Brazil,0,0,0,12,0,254,0,65270
21NTD_08,Americas,South America,Guyana,0,0,0,12,0,254,0,65270
21NTD_09,Americas,South America,Brazil,0,20,0,113,0,364,0,65039
21NTD_09,Americas,South America,Guyana,0,20,0,113,0,364,0,65039
21NTD_10,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_10,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_11,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_11,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_12,Americas,South America,Brazil,0,68,0,0,0,65468,0,0
21NTD_12,Americas,South America,Guyana,0,68,0,0,0,65468,0,0
21NTD_13,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_13,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_14,Americas,South America,Brazil,0,0,0,10235,0,11362,0,43939
21NTD_14,Americas,South America,Guyana,0,0,0,10235,0,11362,0,43939
21NTD_15,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_15,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_16,Americas,South America,Brazil,4,0,0,0,0,65532,0,0
21NTD_16,Americas,South America,Guyana,4,0,0,0,0,65532,0,0
21NTD_17,Americas,South America,Brazil,0,567,0,0,0,22045,0,42924
21NTD_17,Americas,South America,Guyana,0,567,0,0,0,22045,0,42924
21NTD_18,Americas,South America,Brazil,8,0,0,0,0,65527,0,1
21NTD_18,Americas,South America,Guyana,8,0,0,0,0,65527,0,1
21NTD_19,Americas,South America,Brazil,0,1160,0,1,0,25528,0,38847
21NTD_19,Americas,South America,Guyana,0,1160,0,1,0,25528,0,38847
21NTD_20,Americas,South America,Brazil,2,0,0,0,0,65461,0,73
21NTD_20,Americas,South America,Guyana,2,0,0,0,0,65461,0,73
21NTD_21,Americas,South America,Brazil,12,0,0,0,0,65524,0,0
21NTD_21,Americas,South America,Guyana,12,0,0,0,0,65524,0,0
21NTD_22,Americas,South America,Brazil,0,0,0,2636,0,1273,0,61627
21NTD_22,Americas,South America,Guyana,0,0,0,2636,0,1273,0,61627
21NTD_23,Americas,South America,Brazil,0,0,0,0,0,6881,206,58449
21NTD_23,Americas,South America,Guyana,0,0,0,0,0,6881,206,58449
21NTD_24,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_24,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_25,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_25,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_26,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21NTD_26,Americas,South America,Guyana,0,0,0,0,0,65536,0,0
21NTD_27,Americas,South America,Brazil,0,806,0,2840,0,958,0,60932
21NTD_27,Americas,South America,Guyana,0,806,0,2840,0,958,0,60932
21NTD_28,Americas,South America,Brazil,0,9,0,0,0,65527,0,0
21NTD_28,Americas,South America,Guyana,0,9,0,0,0,65527,0,0
21NTD_29,Americas,South America,Brazil,0,0,0,0,0,64343,0,1193
21NTD_29,Americas,South America,Guyana,0,0,0,0,0,64343,0,1193
21NTF_00,Americas,South America,Brazil,36,28224,9,0,0,36492,0,775
21NTF_00,Americas,South America,Guyana,36,28224,9,0,0,36492,0,775
21NTF_01,Americas,South America,Brazil,12,4,2973,0,497,31239,0,30811
21NTF_01,Americas,South America,Guyana,12,4,2973,0,497,31239,0,30811
21NTF_02,Americas,South America,Brazil,0,0,0,0,0,65534,0,2
21NTF_02,Americas,South America,Guyana,0,0,0,0,0,65534,0,2
21NTF_03,Americas,South America,Brazil,0,3,0,0,0,298,0,65235
21NTF_03,Americas,South America,Guyana,0,3,0,0,0,298,0,65235
21NTF_04,Americas,South America,Brazil,0,21,15,0,0,58537,0,6963
21NTF_04,Americas,South America,Guyana,0,21,15,0,0,58537,0,6963
21NTF_05,Americas,South America,Brazil,14,1140,400,0,0,62742,0,1240
21NTF_05,Americas,South America,Guyana,14,1140,400,0,0,62742,0,1240
21NTF_06,Americas,South America,Guyana,0,0,144,0,0,64715,0,677
21NTF_07,Americas,South America,Guyana,14,51,81,0,0,56304,0,9086
21NTF_08,Americas,South America,Brazil,2,239,328,0,0,64253,0,714
21NTF_08,Americas,South America,Guyana,2,239,328,0,0,64253,0,714
21NTF_09,Americas,South America,Brazil,0,0,16,148,0,65179,0,193
21NTF_09,Americas,South America,Guyana,0,0,16,148,0,65179,0,193
21NTF_10,Americas,South America,Brazil,0,0,0,0,0,64535,0,1001
21NTF_10,Americas,South America,Guyana,0,0,0,0,0,64535,0,1001
21NTF_11,Americas,South America,Brazil,0,1131,935,58,0,58832,0,4580
21NTF_11,Americas,South America,Guyana,0,1131,935,58,0,58832,0,4580
21NTF_12,Americas,South America,Brazil,0,0,0,0,0,65421,0,115
21NTF_12,Americas,South America,Guyana,0,0,0,0,0,65421,0,115
21NTF_13,Americas,South America,Brazil,0,0,0,0,0,59335,0,6201
21NTF_13,Americas,South America,Guyana,0,0,0,0,0,59335,0,6201
21NTF_14,Americas,South America,Brazil,0,0,0,0,0,64878,0,658
21NTF_14,Americas,South America,Guyana,0,0,0,0,0,64878,0,658
21NTF_15,Americas,South America,Brazil,0,0,2,0,0,63940,0,1594
21NTF_15,Americas,South America,Guyana,0,0,2,0,0,63940,0,1594
21NTF_16,Americas,South America,Guyana,0,0,0,0,0,65048,0,488
21NTF_17,Americas,South America,Brazil,0,0,0,0,0,62658,0,2878
21NTF_17,Americas,South America,Guyana,0,0,0,0,0,62658,0,2878
21NTF_18,Americas,South America,Brazil,0,0,0,0,0,63394,0,2142
21NTF_18,Americas,South America,Guyana,0,0,0,0,0,63394,0,2142
21NTF_19,Americas,South America,Brazil,0,0,0,0,0,65146,0,390
21NTF_19,Americas,South America,Guyana,0,0,0,0,0,65146,0,390
21NTF_20,Americas,South America,Guyana,0,0,0,0,0,64136,0,1400
21NTF_21,Americas,South America,Brazil,0,0,0,0,0,65349,0,187
21NTF_21,Americas,South America,Guyana,0,0,0,0,0,65349,0,187
21NTF_22,Americas,South America,Guyana,0,140,0,0,0,64370,0,1026
21NTF_23,Americas,South America,Brazil,0,44,1,0,0,57045,0,8446
21NTF_23,Americas,South America,Guyana,0,44,1,0,0,57045,0,8446
21NTF_24,Americas,South America,Brazil,0,72,0,0,0,64347,0,1117
21NTF_24,Americas,South America,Guyana,0,72,0,0,0,64347,0,1117
21NTF_25,Americas,South America,Brazil,0,8,0,0,0,65174,0,354
21NTF_25,Americas,South America,Guyana,0,8,0,0,0,65174,0,354
21NTF_26,Americas,South America,Guyana,0,290,2,0,0,61813,0,3431
21NTF_27,Americas,South America,Brazil,0,61,0,0,0,64304,0,1171
21NTF_27,Americas,South America,Guyana,0,61,0,0,0,64304,0,1171
21NTF_28,Americas,South America,Brazil,0,0,0,0,0,15659,0,49877
21NTF_28,Americas,South America,Guyana,0,0,0,0,0,15659,0,49877
21NTF_29,Americas,South America,Brazil,0,4,0,0,0,53140,0,12392
21NTF_29,Americas,South America,Guyana,0,4,0,0,0,53140,0,12392
22KEU_00,Americas,South America,Brazil,0,51625,1,0,0,10903,476,2531
22KEU_01,Americas,South America,Brazil,22,0,54292,0,0,3456,2478,5288
22KEU_02,Americas,South America,Brazil,0,0,0,0,0,65456,0,80
22KEU_03,Americas,South America,Brazil,0,109,341,13,0,690,62222,2161
22KEU_04,Americas,South America,Brazil,4,0,0,0,0,1106,1280,63146
22KEU_05,Americas,South America,Brazil,0,0,81,0,0,23048,5684,36723
22KEU_06,Americas,South America,Brazil,0,0,441,0,0,40166,12898,12031
22KEU_07,Americas,South America,Brazil,0,0,149,0,0,8505,54523,2359
22KEU_08,Americas,South America,Brazil,0,0,641,30,0,8877,40641,15347
22KEU_09,Americas,South America,Brazil,0,0,457,0,0,6894,47611,10574
22KEU_10,Americas,South America,Brazil,0,272,19344,0,0,34409,4185,7326
22KEU_11,Americas,South America,Brazil,0,0,245,0,0,18311,36498,10482
22KEU_12,Americas,South America,Brazil,0,0,455,0,0,9510,37800,17771
22KEU_13,Americas,South America,Brazil,0,0,431,0,0,21276,38990,4839
22KEU_14,Americas,South America,Brazil,0,8,12,0,0,12802,13312,39402
22KEU_15,Americas,South America,Brazil,0,290,68,0,0,4331,47917,12930
22KEU_16,Americas,South America,Brazil,0,0,134,0,0,48605,4241,12556
22KEU_17,Americas,South America,Brazil,0,0,32,0,0,4830,8562,52112
22KEU_18,Americas,South America,Brazil,0,0,103,0,0,27323,28655,9455
22KEU_19,Americas,South America,Brazil,0,168,20,0,0,19652,205,45491
22KEU_20,Americas,South America,Brazil,0,0,535,1022,0,61516,1064,1399
22KEU_21,Americas,South America,Brazil,0,0,27,0,0,40395,20110,5004
22KEU_22,Americas,South America,Brazil,0,525,452,0,0,25721,33432,5406
22KEU_23,Americas,South America,Brazil,0,2227,0,0,0,14815,7221,41273
22KEU_24,Americas,South America,Brazil,0,11,4637,0,0,25163,18019,17706
22KEU_25,Americas,South America,Brazil,0,85,699,0,0,36934,13102,14716
22KEU_26,Americas,South America,Brazil,0,0,272,0,0,7639,31042,26583
22KEU_27,Americas,South America,Brazil,0,0,670,0,0,21057,37728,6081
22KEU_28,Americas,South America,Brazil,0,0,0,0,0,48165,36,17335
22KEU_29,Americas,South America,Brazil,0,104,424,0,0,8469,36449,20090
22LBN_00,Americas,South America,Brazil,0,26581,0,0,0,30710,4132,4113
22LBN_01,Americas,South America,Brazil,101,2,6392,0,0,663,56370,2008
22LBN_02,Americas,South America,Brazil,0,0,0,0,0,2895,62568,73
22LBN_03,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22LBN_04,Americas,South America,Brazil,0,0,375,0,0,60,64779,322
22LBN_05,Americas,South America,Brazil,0,0,316,0,0,734,48336,16150
22LBN_06,Americas,South America,Brazil,0,0,0,0,0,65507,7,22
22LBN_07,Americas,South America,Brazil,0,93,0,0,0,64990,298,155
22LBN_08,Americas,South America,Brazil,0,0,0,0,0,65529,7,0
22LBN_09,Americas,South America,Brazil,0,0,0,0,0,65460,64,12
22LBN_10,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22LBN_11,Americas,South America,Brazil,0,4248,0,0,0,37042,24246,0
22LBN_12,Americas,South America,Brazil,0,10192,135,0,0,42963,5648,6598
22LBN_13,Americas,South America,Brazil,2,436,219,0,0,12567,45294,7018
22LBN_14,Americas,South America,Brazil,0,0,0,0,0,58912,1266,5358
22LBN_15,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22LBN_16,Americas,South America,Brazil,0,0,0,0,0,65529,1,6
22LBN_17,Americas,South America,Brazil,0,0,0,0,0,65077,459,0
22LBN_18,Americas,South America,Brazil,0,87,2,0,0,37585,24449,3413
22LBN_19,Americas,South America,Brazil,0,8105,0,0,0,10965,39826,6640
22LBN_20,Americas,South America,Brazil,0,3454,74,0,0,18690,40001,3317
22LBN_21,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
22LBN_22,Americas,South America,Brazil,0,0,0,0,0,65535,1,0
22LBN_23,Americas,South America,Brazil,0,1079,0,0,0,61987,1573,897
22LBN_24,Americas,South America,Brazil,0,0,1,0,0,65158,48,329
22LBN_25,Americas,South America,Brazil,0,0,0,0,0,63367,368,1801
