identifier,test,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
40UEB_08,False,0,0,900,0,0,0,11531,53105
47TPL_01,False,0,0,9285,56251,0,0,0,0
52UEA_14,False,0,841,0,0,0,0,939,63756
41TLL_18,False,0,0,0,65536,0,0,0,0
47ULP_11,False,0,0,22,0,0,3020,2,62492
36SWF_03,False,13,0,3,19354,0,0,5230,40936
44RLQ_17,False,0,0,1994,0,258,986,59601,2697
41TLL_27,False,0,0,0,65536,0,0,0,0
48UUA_01,True,0,122,32315,0,2,11423,7514,14160
40TES_04,False,0,0,0,3168,0,0,0,62368
44RLQ_28,False,0,0,3042,0,3,158,57899,4434
37TFJ_06,False,45,0,9,0,0,93,0,65389
53UMB_00,False,0,1190,0,0,0,8670,0,55676
43SER_02,False,138,1409,290,3558,2,0,38226,21913
51UXB_07,False,0,114,1004,0,1,58312,0,6105
44RLQ_10,False,0,0,1921,0,167,1452,60604,1392
36SWF_04,False,9,0,149,0,0,52791,6,12581
47ULP_16,False,0,0,457,0,0,32136,6,32937
52UEA_13,False,0,16277,0,0,0,47982,0,1277
51UXB_00,False,0,11455,2443,0,223,33617,0,17798
50SLB_01,False,0,58,65064,0,1,8,399,6
53UMB_07,True,0,69,0,0,0,59614,0,5853
43SER_05,False,0,0,0,0,0,0,65524,12
49TFK_09,False,12,1476,0,63024,0,0,0,1024
37TFJ_01,False,0,775,47928,0,0,16,16817,0
40TES_03,False,0,0,5,58687,0,0,0,6844
41TLL_20,True,0,0,0,65536,0,0,0,0
47ULP_29,False,0,1197,0,0,0,28645,124,35570
48UUA_06,True,0,0,0,0,0,49583,162,15791
50SLB_08,False,4,2192,10901,0,350,0,52089,0
51UXB_09,False,0,0,0,0,0,13380,0,52156
44RLQ_26,False,0,71,2528,0,1154,655,58866,2262
37TFJ_08,False,0,0,150,0,0,37242,19478,8666
49TFK_00,False,0,20170,7,10016,0,13,0,35330
52UEA_25,False,0,5346,1837,0,23,53721,1161,3448
47ULP_20,False,0,580,124,0,0,9330,392,55110
41TLL_29,False,0,0,0,65536,0,0,0,0
39RYM_02,False,0,0,0,65536,0,0,0,0
43SCS_04,False,9,0,74,0,0,4,65373,76
44RLQ_19,False,0,19,2632,0,279,1373,58661,2572
41TLL_16,False,0,1755,202,7715,0,506,20569,34789
47ULP_27,False,0,0,0,4,0,0,0,65532
48UUA_08,False,0,0,0,0,0,31950,112,33474
39RYM_05,False,0,9,230,3603,0,212,57580,3902
52UEA_22,False,0,0,814,0,0,12778,42119,9825
53UMB_09,False,13,8045,0,0,1,53374,0,4103
49TFK_07,False,0,0,4,14347,0,0,0,51185
44RLQ_21,False,0,15,1731,0,94,1805,60808,1083
47ULP_18,False,0,0,2,0,0,3117,0,62417
41TLL_11,False,0,0,0,49317,0,0,0,16219
43SCS_03,False,4,0,0,0,0,63626,0,1906
40TES_10,False,0,564,0,63342,0,31,0,1599
39RYM_18,True,54,0,0,65482,0,0,0,0
48UUA_15,False,0,0,1,0,0,17361,2,48172
43SER_16,False,1,1347,457,267,0,7323,45483,10658
43SCS_21,True,20,226,3676,0,0,0,61602,12
36SWF_28,False,6,4,2042,0,0,2426,4284,56774
53UMB_14,False,0,3875,0,0,0,44967,0,16694
37TFJ_12,True,0,317,0,0,0,29525,40,35654
51UXB_13,False,0,0,3,0,0,33792,0,31741
50SLB_12,False,0,1707,5084,0,37,13902,43379,1427
52UEA_00,False,0,65536,0,0,0,0,0,0
47ULP_05,False,0,0,0,0,0,0,65371,165
39RYM_27,True,21,0,0,46635,0,0,0,18880
44RLQ_03,False,0,1302,69,0,0,46201,902,17062
43SER_29,False,16,1741,14,0,24,755,35284,27702
49TFK_25,True,0,0,0,1243,0,0,0,64293
50SLB_15,False,0,32,7459,0,710,9,57326,0
51UXB_14,False,0,0,19,0,0,28431,0,37086
37TFJ_15,False,8,191,187,0,3,22141,184,42822
43SER_11,False,0,0,786,0,0,8681,48112,7957
43SCS_26,True,14,20072,3955,0,0,17959,6927,16609
53UMB_13,False,0,2794,0,0,0,50792,0,11950
48UUA_12,False,0,0,0,0,0,40167,0,25369
40TES_17,True,0,0,0,43515,0,449,0,21572
36SWF_10,False,12,0,905,0,0,1258,497,62864
43SCS_19,True,0,0,170,0,0,0,9268,56098
49TFK_22,False,0,0,0,1024,0,0,0,64512
44RLQ_04,False,0,0,9,0,2,0,65525,0
40TES_28,False,1,0,0,10239,0,0,0,55296
47ULP_02,False,0,0,0,65536,0,0,0,0
39RYM_20,False,5,0,0,13307,0,0,52224,0
52UEA_07,False,0,0,0,0,0,48830,1075,15631
37TFJ_23,False,4,572,14,0,0,10679,0,54267
53UMB_25,False,0,0,0,0,0,46252,0,19284
36SWF_19,True,0,0,3424,348,0,32317,6355,23092
43SER_27,False,91,0,11430,0,0,1,53095,919
43SCS_10,False,10,0,0,4908,0,1020,0,59598
50SLB_23,False,0,609,7840,0,1439,3,55645,0
51UXB_22,False,0,124,81,0,32,18159,0,47140
41TLL_02,False,0,0,0,65536,0,0,0,0
48UUA_24,False,0,0,0,0,0,49272,30,16234
39RYM_29,False,3,0,35,65497,0,0,0,1
40TES_21,False,0,0,0,50721,0,0,0,14815
43SER_18,False,0,727,2034,0,0,190,62095,490
49TFK_14,False,0,0,0,1024,0,0,0,64512
36SWF_26,True,0,0,1,17601,0,0,0,47934
39RYM_16,False,0,0,41,8948,0,0,32631,23916
52UEA_09,False,0,0,0,0,0,48590,45,16901
40TES_26,False,0,0,0,1024,0,0,0,64512
41TLL_05,True,1,0,456,0,0,4,65070,5
48UUA_23,False,0,6005,374,0,347,22317,2028,34465
51UXB_25,True,0,29,2,0,0,61276,0,4229
50SLB_24,False,0,0,12377,0,480,23,52622,34
53UMB_22,False,7,694,0,0,0,58712,0,6123
43SER_20,False,11,0,2676,0,17,0,62518,314
43SCS_17,True,2,10172,5888,582,0,18869,2466,27557
37TFJ_24,False,0,679,64,0,907,50804,35,13047
39RYM_11,False,0,0,0,65536,0,0,0,0
40TES_19,False,0,0,1,15367,0,0,0,50168
49TFK_13,False,1,0,0,63487,0,0,0,2048
43SCS_28,False,0,0,101,0,0,2063,2877,60495
36SWF_21,True,11,0,1681,0,0,6585,15810,41449
45UXT_04,False,0,0,0,0,6,0,0,65530
41VNE_29,False,0,0,0,0,115,44659,12966,7796
52TES_22,False,0,0,2641,0,59,1955,58165,2716
48QZM_05,True,0,33,1310,0,0,2401,3638,58154
48TXL_08,True,0,0,0,65536,0,0,0,0
47TPL_23,False,13,0,3,62060,0,0,0,3460
42RYS_24,False,0,0,48,65488,0,0,0,0
47UNS_23,False,0,0,16,99,0,33495,0,31926
37SFU_21,False,0,0,0,65536,0,0,0,0
48QWF_06,True,0,0,0,0,0,24669,2,40865
45VXD_18,False,0,0,0,0,0,64317,3,1216
46TGR_10,True,0,0,0,64085,0,0,0,1451
43UET_22,False,0,17723,375,0,0,17,329,47092
46REP_15,False,0,0,104,0,0,42103,60,23269
47RPQ_01,False,16,1072,31429,0,1,202,22793,10023
41VNE_16,False,0,0,0,0,0,55653,5329,4554
44TNL_20,True,0,0,0,29517,0,99,3124,32796
48RTR_22,False,0,14,34,0,0,62120,1939,1429
43SGA_03,False,1,0,0,65535,0,0,0,0
45VXD_27,True,0,137,0,0,0,64243,14,1142
53SKU_24,False,0,0,33,0,0,59871,797,4835
51TUK_01,False,0,0,62872,0,0,1845,491,328
40UEB_15,False,2,0,2864,0,0,33579,15002,14089
37SFU_26,False,0,0,188,65348,0,0,0,0
48QWF_01,False,107,382,60195,0,0,1,3902,949
42RYS_23,False,0,0,0,65536,0,0,0,0
47UNS_24,False,0,0,0,0,1,53718,0,11817
47TPL_24,False,0,0,1024,64512,0,0,0,0
45RTP_09,True,0,60,0,63012,416,0,0,2048
46TGR_28,False,0,0,1,63487,0,0,0,2048
48QZM_02,False,0,2455,9370,0,5,15030,23769,14907
52TES_25,False,0,25,3,0,268,57055,51,8134
45UXT_03,False,0,0,0,0,0,65495,0,41
44TNL_18,False,0,887,0,60871,0,0,0,3778
40UEB_12,False,0,0,36,0,0,535,28,64937
51TUK_06,False,107,0,0,408,0,0,4709,60312
43SGA_04,False,2,0,0,1024,0,0,0,64510
53SKU_23,False,428,25,25754,0,0,26701,6449,6179
45VXD_20,False,0,0,0,0,0,64647,0,889
37SFU_19,False,0,0,0,65536,0,0,0,0
48RTR_25,False,2,8746,3014,0,0,3753,19206,30815
44TNL_27,False,0,0,0,65536,0,0,0,0
38UQU_08,False,0,0,1,2,0,601,31,64901
41VNE_11,True,0,0,0,0,440,35047,17376,12673
42TUM_09,False,0,0,0,65536,0,0,0,0
46REP_12,False,0,0,0,0,0,53974,69,11493
47RPQ_06,False,0,0,0,0,0,11,0,65525
46TGR_17,False,0,0,0,31744,0,0,0,33792
43UET_25,False,0,0,7330,0,0,76,13,58117
38PMV_04,False,2,0,0,862,0,0,55938,8734
48SWH_04,False,0,0,332,0,0,57419,0,7785
47TPL_12,True,2,0,0,65534,0,0,0,0
45VXD_29,False,0,0,0,0,0,65319,0,217
51UUB_04,False,0,0,0,0,0,53147,0,12389
37SFU_10,True,0,4749,8953,0,0,8430,43383,21
42RYS_15,False,0,0,0,62464,0,0,0,3072
47UNS_12,False,10,1288,1015,783,405,1816,0,60219
54MUT_02,False,0,0,0,0,0,0,0,65536
41VNE_18,True,0,0,3043,0,244,42586,10562,9101
51NYG_04,False,0,6,936,0,29,7802,53200,3563
38UQU_01,False,0,2253,6,57842,0,0,0,5435
42TUM_00,False,5,1327,13418,0,0,217,6515,44054
52TES_13,False,0,16,44,0,92,0,65114,270
42UVD_03,True,0,0,0,0,0,65433,0,103
48QWF_08,False,90,1687,190,0,0,56570,6779,220
53SKU_15,False,295,137,816,0,0,50169,4567,9552
45VXD_16,False,0,0,0,0,0,65169,0,367
48TXL_06,True,1,1251,451,0,13,4130,52608,7082
40UEB_24,False,0,0,14,0,0,226,45127,20169
45RTP_00,False,0,65536,0,0,0,0,0,0
46REP_24,False,0,0,0,0,0,52000,1741,11795
41TMH_04,False,0,0,0,65536,0,0,0,0
46TGR_21,True,29,0,3,65504,0,0,0,0
43UET_13,False,0,0,2917,0,0,1446,157,61016
48RTR_13,False,1,0,198,0,0,27975,24817,12545
44TNL_11,False,14,23354,385,1024,0,0,3598,37161
52TDL_03,True,0,0,0,0,0,65534,0,2
41VNE_27,True,0,0,0,0,0,50852,962,13722
42TUM_07,False,0,0,0,65536,0,0,0,0
52TES_14,False,0,490,3410,0,289,16848,36288,8211
47RPQ_08,False,14,0,30,0,1,15901,1,49589
46TGR_19,False,0,0,0,63407,8,0,0,2121
51NYG_03,False,0,2,0,0,3,65522,8,1
44TNL_29,False,0,0,0,65536,0,0,0,0
38UQU_06,False,7,0,0,0,0,323,11,65195
51TUK_08,True,101,5,17514,0,26,3407,34623,9860
42RYS_12,False,0,0,0,65536,0,0,0,0
47UNS_15,True,0,1375,423,0,681,8073,0,54984
54MUT_05,False,0,0,0,0,0,65193,0,343
51UUB_03,False,0,0,0,0,4,573,0,64959
37SFU_17,True,0,0,0,65192,0,0,0,344
47TPL_15,True,1,0,0,12625,0,0,0,52910
38PMV_03,False,90,0,345,0,0,21734,392,42975
48SWH_03,False,0,0,0,65536,0,0,0,0
52TDL_04,False,0,0,46,0,0,3,65381,106
41VNE_20,False,0,0,0,0,29,26144,21861,17502
44TNL_16,True,0,0,0,65536,0,0,0,0
48RTR_14,False,0,120,1309,0,0,23045,35079,5983
41TMH_03,False,0,0,0,65132,0,0,0,404
46TGR_26,True,5,0,0,63483,0,0,0,2048
43UET_14,False,0,241,8728,0,0,1845,9714,45008
46REP_23,False,5,0,0,0,0,60406,539,4586
48TXL_01,False,0,0,7361,58175,0,0,0,0
40UEB_23,False,0,460,3,27547,0,0,5994,31532
45RTP_07,True,0,174,0,55106,16,0,0,10240
37SFU_28,False,0,0,0,65536,0,0,0,0
42UVD_04,False,0,0,0,0,0,0,65536,0
45VXD_11,False,0,0,0,0,0,62362,0,3174
53SKU_12,False,629,124,574,258,0,47149,4986,11816
50SLB_25,False,0,28,9226,0,35,0,56245,2
51UXB_24,False,0,0,21,0,0,53323,0,12192
37TFJ_25,False,0,1,89,0,0,55741,563,9142
53UMB_23,False,0,0,0,0,0,22920,0,42616
43SCS_16,False,5,133,1644,0,0,0,63749,5
43SER_21,False,0,1451,6066,0,1,1467,48370,8181
52UEA_08,False,0,0,0,0,0,26717,147,38672
41TLL_04,False,0,12664,0,0,0,34127,135,18610
48UUA_22,False,0,0,0,0,0,4185,3764,57587
40TES_27,False,0,0,0,7870,0,0,0,57666
49TFK_12,True,7,0,0,53241,0,0,0,12288
43SCS_29,False,10,4488,9418,8,0,2770,38078,10764
36SWF_20,False,1,0,564,1,0,10203,2099,52668
40TES_18,False,0,0,0,21506,0,0,0,44030
39RYM_10,False,0,0,2262,55903,0,0,4398,2973
40TES_20,False,0,0,0,35121,0,443,0,29972
41TLL_03,False,0,0,0,63488,2048,0,0,0
48UUA_25,False,0,0,0,0,19,40402,472,24643
39RYM_28,False,1,0,0,65535,0,0,0,0
53UMB_24,False,0,3638,0,0,0,52128,0,9770
36SWF_18,False,0,0,135,7772,0,0,1452,56177
43SCS_11,False,1,1,38,36,0,8649,93,56718
43SER_26,False,5,0,2206,0,0,0,63273,52
37TFJ_22,False,0,0,0,0,0,53691,2205,9640
51UXB_23,False,0,0,0,0,0,55716,0,9820
50SLB_22,False,0,202,2431,0,0,365,62477,61
39RYM_17,False,0,0,115,21806,0,0,0,43615
49TFK_15,False,0,0,0,35889,0,0,0,29647
43SER_19,True,0,3,4951,0,6,121,57781,2674
36SWF_27,False,7,1063,1875,480,202,21694,13592,26623
40TES_16,False,0,0,0,44044,0,0,0,21492
48UUA_13,False,0,0,42,0,0,46903,0,18591
51UXB_15,True,0,202,109,0,1,53267,0,11957
50SLB_14,False,0,5135,39494,0,483,5,20407,12
43SCS_27,False,94,27,17064,0,0,1063,39051,8237
43SER_10,False,0,212,2146,0,0,10,61832,1336
53UMB_12,False,0,0,0,0,0,47005,0,18531
37TFJ_14,False,94,91,12,0,3,31371,16,33949
47ULP_03,False,0,47,0,4096,810,8446,0,52137
39RYM_21,True,0,530,17,42226,0,0,14106,8657
40TES_29,False,0,498,125,58950,0,0,0,5963
52UEA_06,False,0,0,664,0,48,6628,15177,43019
44RLQ_05,False,0,1,10,0,0,4,3238,62283
36SWF_11,False,3,0,198,0,0,158,577,64600
43SCS_18,False,8,0,1868,0,0,11,63642,7
49TFK_23,True,0,0,0,46,0,0,0,65490
37TFJ_13,False,0,0,255,0,0,24153,40756,372
43SCS_20,True,6,0,6356,0,0,2995,51420,4759
43SER_17,False,0,5,4795,0,0,0,60725,11
36SWF_29,True,13,0,1206,68,0,2568,703,60978
53UMB_15,False,22,784,0,0,0,51972,240,12518
50SLB_13,False,0,509,5824,0,0,5,59153,45
51UXB_12,False,0,1514,1658,0,12,49987,0,12365
39RYM_19,False,4,0,0,65443,0,0,0,89
48UUA_14,False,0,1,0,0,0,46250,0,19285
40TES_11,False,0,0,0,65264,0,0,0,272
36SWF_16,True,39,49544,7184,265,10,1367,12,7115
49TFK_24,False,0,0,0,8312,0,0,0,57224
43SER_28,False,0,0,3215,0,0,0,60399,1922
44RLQ_02,False,0,0,1750,0,2046,334,47479,13927
52UEA_01,False,0,788,51005,1024,3456,1592,3568,4103
47ULP_04,False,0,0,0,0,0,64628,107,801
39RYM_26,False,0,0,0,65103,0,0,0,433
51UUB_02,False,0,0,0,0,0,65392,0,144
37SFU_16,False,0,0,0,48420,0,0,17116,0
47UNS_14,False,0,5566,21,0,33,28664,0,31252
51TUK_09,False,1,5,340,7306,0,0,3743,54141
42RYS_13,True,0,0,0,65536,0,0,0,0
54MUT_04,True,104,303,0,0,0,34544,0,30585
38PMV_02,True,0,0,0,65536,0,0,0,0
48SWH_02,False,0,0,0,65536,0,0,0,0
47TPL_14,False,0,0,0,65536,0,0,0,0
46TGR_18,False,4,0,0,65532,0,0,0,0
52TES_15,False,0,0,201,0,22,32787,651,31875
42TUM_06,False,0,0,0,63488,0,0,742,1306
47RPQ_09,True,2,13,2,0,0,37783,279,27457
51NYG_02,False,0,6227,1024,0,58285,0,0,0
38UQU_07,False,0,0,4,10043,0,322,0,55167
44TNL_28,False,0,0,0,65536,0,0,0,0
40UEB_22,False,0,0,0,0,0,5506,2728,57302
48TXL_00,True,55,50229,129,0,0,790,4359,9974
45RTP_06,True,0,0,0,61440,0,0,0,4096
37SFU_29,False,43,0,0,65493,0,0,0,0
42UVD_05,False,0,0,0,0,0,447,676,64413
45VXD_10,False,0,0,0,0,0,59694,128,5714
53SKU_13,False,54,0,0,0,0,54522,4204,6756
48RTR_15,False,30,0,248,0,0,23613,36432,5213
44TNL_17,False,6,0,0,63049,0,0,0,2481
52TDL_05,False,0,0,706,0,5,670,3,64152
41VNE_21,False,0,0,0,0,8,63230,303,1995
46REP_22,False,0,730,154,0,0,43414,278,20960
41TMH_02,True,0,0,0,65536,0,0,0,0
43UET_15,False,0,0,4,0,0,5,65339,188
46TGR_27,False,0,0,0,64512,0,0,0,1024
51NYG_05,False,0,0,1453,0,309,167,104,63503
38UQU_00,False,0,65536,0,0,0,0,0,0
41VNE_19,False,0,0,10,0,0,58977,1285,5264
52TES_12,False,0,60,817,0,406,415,62773,1065
42TUM_01,False,0,0,15341,18434,0,42,0,31719
47TPL_13,False,0,0,0,65536,0,0,0,0
38PMV_05,True,0,0,343,0,0,0,910,64283
48SWH_05,False,0,540,62,0,15,0,64909,10
47UNS_13,False,0,0,0,23247,0,1079,0,41210
42RYS_14,False,0,0,0,47495,0,0,6154,11887
54MUT_03,False,68,44,0,0,0,31523,0,33901
45VXD_28,False,0,0,0,0,0,48765,707,16064
51UUB_05,False,0,0,0,0,0,15484,0,50052
37SFU_11,False,1,0,5,65530,0,0,0,0
41TMH_05,False,0,0,0,65536,0,0,0,0
43UET_12,False,0,0,1,0,0,3,65522,10
46TGR_20,False,32,0,1,60282,15,1103,0,4103
46REP_25,False,0,0,0,0,0,58990,449,6097
52TDL_02,True,0,3318,3398,0,5164,1982,48828,2846
41VNE_26,False,0,0,533,0,18,55456,1549,7980
44TNL_10,False,1,0,0,52456,0,0,3072,10007
48RTR_12,False,2,87,396,0,0,29721,15337,19993
48QWF_09,False,50,618,5487,0,0,0,59326,55
42UVD_02,False,0,12391,1347,0,15295,4509,8738,23256
53SKU_14,True,106,1,0,0,0,60446,3399,1584
45VXD_17,False,0,0,0,0,0,46624,235,18677
40UEB_25,False,9,0,4,27269,0,125,0,38129
48TXL_07,False,0,0,0,65536,0,0,0,0
45RTP_01,False,0,0,0,65536,0,0,0,0
52TES_24,False,0,0,56,0,0,19372,219,45889
48QZM_03,True,0,122,0,0,0,65366,48,0
46TGR_29,False,0,0,0,65536,0,0,0,0
44TNL_19,False,0,0,0,63478,0,0,0,2058
45UXT_02,False,0,4030,140,1864,45761,528,0,13213
47UNS_25,False,0,0,0,0,0,46811,0,18725
42RYS_22,False,1,0,1318,25866,0,0,38110,241
48QWF_00,False,0,65536,0,0,0,0,0,0
37SFU_27,False,0,5235,19953,7905,0,2860,28600,983
45RTP_08,False,0,42,0,38871,0,0,0,26623
47TPL_25,False,0,0,0,65536,0,0,0,0
41VNE_10,False,0,3171,245,0,3845,12192,37056,9027
38UQU_09,False,4,0,0,44574,0,93,15,20850
44TNL_26,False,0,0,0,65536,0,0,0,0
48RTR_24,False,40,15,526,0,0,32673,28543,3739
43UET_24,False,0,2361,1438,0,0,10,144,61583
46TGR_16,True,0,0,0,65330,0,0,0,206
42TUM_08,False,0,0,0,65536,0,0,0,0
47RPQ_07,False,0,0,614,0,0,58213,1500,5209
46REP_13,False,0,0,0,0,0,55903,264,9369
40UEB_13,False,0,0,41,0,0,97,64935,463
53SKU_22,True,0,0,5,0,0,60181,2925,2425
45VXD_21,False,0,0,0,0,0,64266,27,1243
43SGA_05,False,0,0,0,65536,0,0,0,0
37SFU_18,True,0,4537,7859,10658,0,1295,36660,4527
51TUK_07,False,1,0,10,11068,0,0,1374,53083
48TXL_09,False,0,0,809,1024,0,3997,57082,2624
47TPL_22,False,0,0,0,65536,0,0,0,0
48QWF_07,False,0,0,0,0,0,62796,0,2740
37SFU_20,False,0,0,0,63231,0,0,2305,0
45VXD_19,False,0,0,0,0,0,64524,3,1009
47UNS_22,True,0,9813,0,0,27,37640,0,18056
42RYS_25,False,0,0,0,65536,0,0,0,0
45UXT_05,False,0,0,14,0,233,53050,0,12239
41VNE_28,False,0,3461,82,0,949,45794,2156,13094
48QZM_04,False,0,0,2674,0,1,21,62712,128
52TES_23,False,0,111,21595,0,1247,2037,32778,7768
51TUK_00,False,0,50044,1272,230,0,0,3,13987
45VXD_26,False,0,0,0,0,0,64524,0,1012
53SKU_25,False,70,8,163,0,0,52740,4308,8247
43SGA_02,False,0,0,0,47104,0,0,0,18432
40UEB_14,False,12,0,342,0,0,1343,49298,14541
47RPQ_00,True,0,7765,0,3072,53613,3,0,1083
46REP_14,True,0,4,69,0,0,38061,874,26528
43UET_23,False,0,0,0,0,0,51,63121,2364
46TGR_11,False,0,0,0,63656,0,0,0,1880
48RTR_23,False,400,198,3783,0,0,3505,34029,23621
44TNL_21,True,0,0,0,63539,0,0,0,1997
41VNE_17,False,0,0,0,0,25,23560,17469,24482
46UGV_21,False,45,0,57,1030,0,1508,0,62896
53UNS_27,True,24,0,121,0,28,47089,510,17764
50UMF_00,False,0,8805,2442,0,320,2964,0,51005
50TLP_24,False,6,0,2707,0,0,212,0,62611
47ULB_19,False,0,0,0,0,0,63010,99,2427
53UNS_18,False,15,0,379,0,21,45915,0,19206
43QBD_22,False,16,74,1494,0,0,132,62531,1289
49TFJ_12,False,0,0,0,65536,0,0,0,0
47ULB_26,False,0,2850,0,0,196,7096,20762,34632
51PWM_25,False,0,0,13,0,0,42909,7632,14982
39TXM_05,False,0,2725,555,0,6059,2,0,56195
57UWA_25,False,7,0,0,0,0,59602,0,5927
47TQM_22,True,0,0,2,1,0,39,0,65494
45TWG_09,True,20,16628,1399,45502,0,0,1912,75
41TNE_07,False,609,2,14666,0,13,5,50156,85
50TLP_23,False,0,0,249,0,0,57,189,65041
45RWM_08,False,0,780,0,62855,0,0,0,1901
50UMF_07,False,0,772,153,0,1,37237,0,27373
53UNS_20,False,0,0,62,0,2,57226,84,8162
46UGV_26,True,0,0,130,0,0,32384,0,33022
47TQM_25,False,3,0,0,0,0,2032,0,63501
41TNE_00,False,0,62535,0,0,9,104,0,2888
51PWM_22,False,16,9800,18705,0,2,15548,8277,13188
39TXM_02,False,0,0,0,65536,0,0,0,0
57UWA_22,False,14,321,0,0,749,1205,0,63247
47ULB_21,True,0,0,11,0,1,60939,573,4012
46UGV_19,True,0,15,0,0,1594,6359,25,57543
44TLN_09,False,1,0,0,0,0,21382,144,44009
43QBD_25,False,676,524,24505,0,0,148,20616,19067
49TFJ_15,False,0,0,989,64476,0,0,0,71
41TNE_09,False,0,0,623,0,0,0,49323,15590
45TWG_07,False,0,0,0,65536,0,0,0,0
50TLP_15,False,13,0,18368,3977,21,280,1396,41481
47ULB_28,False,0,27,0,0,12,64061,8,1428
48QTK_05,False,0,0,122,0,0,3605,1263,60546
44TLN_00,True,0,0,0,0,64512,0,0,1024
46UGV_10,False,0,0,0,10694,0,0,32379,22463
45TYH_03,False,0,0,0,65536,0,0,0,0
53UNS_16,False,0,0,0,0,0,22599,0,42937
57UWA_14,False,288,7670,0,0,181,14684,0,42713
45RWM_01,False,0,0,0,63488,0,0,0,2048
51PWM_14,False,0,0,243,0,0,26536,11025,27732
47ULB_17,False,0,0,0,0,0,63660,186,1690
47TQM_13,False,0,0,0,64686,0,0,0,850
49TFJ_23,False,0,0,116,65420,0,0,0,0
43QBD_13,False,4,0,910,0,0,1,64493,128
49QCE_05,False,4,44,1519,0,0,24941,38300,728
53UNS_29,False,97,0,431,0,5,52300,0,12703
53UNS_11,False,229,0,84,0,930,27793,60,36440
46UGV_17,True,11,0,550,6195,4,515,56,58205
45TYH_04,False,16,0,15398,11637,20,17321,21131,13
48QTK_02,True,20,136,3431,0,3160,9607,37752,11430
44TLN_07,False,0,0,0,0,3,34356,159,31018
50TLP_12,True,0,0,116,1331,0,6,33214,30869
45TWG_00,False,0,65536,0,0,0,0,0,0
46UGV_28,False,167,0,2831,6737,0,804,377,54620
49TFJ_24,False,1,0,740,59671,0,0,0,5124
43QBD_14,False,0,11,1380,0,0,314,63690,141
49QCE_02,False,0,0,42,0,0,64687,649,158
47TQM_14,False,0,0,0,21090,0,3130,0,41316
50UMF_09,False,0,0,4,0,0,55766,0,9766
47ULB_10,True,0,17,0,0,50,24575,395,40499
57UWA_13,False,11,0,0,0,8,65482,0,35
45RWM_06,False,2,0,0,7164,0,82,0,58288
51PWM_13,False,4,126,288,0,10,39841,8746,16521
36SXH_12,True,0,0,34916,1672,406,1688,393,26461
51QUG_08,False,0,8,153,0,466,49223,2303,13383
50SPF_04,False,4,0,0,56,0,65253,117,106
50MLC_09,False,0,2,302,0,0,19580,1906,43746
38TLL_27,False,0,516,41185,0,282,39,8317,15197
50MRA_01,False,86,4,39275,0,13,2231,8571,15356
45UXV_14,False,0,704,0,0,0,62529,0,2303
44QMG_09,False,0,30,20,0,0,58719,517,6250
43TFL_25,False,0,0,0,65536,0,0,0,0
48SVA_09,False,0,0,237,0,0,54621,9965,713
44RKV_22,False,0,13,0,5144,8583,0,0,51796
42SXG_10,False,0,0,0,57344,0,0,0,8192
50MRV_25,False,0,107,665,0,252,6894,45758,11860
54MYA_28,False,0,0,0,0,168,46899,0,18469
48MTE_14,False,2,0,0,0,0,65518,16,0
38TLL_18,False,0,0,617,0,6,2078,26641,36194
46RFV_02,True,0,0,0,14001,48805,0,0,2730
46REU_12,True,3,0,1,1236,0,9010,88,55198
50TNT_15,False,9,0,0,0,0,18023,4200,43304
46TDT_07,True,0,0,0,63488,0,0,0,2048
54MYA_17,False,0,0,0,0,0,64716,0,820
47RLN_01,False,0,3118,93,50949,0,0,2956,8420
53TLM_09,True,0,24955,78,0,0,0,39406,1097
47QKC_22,False,0,0,0,0,0,64267,6,1263
47UMA_08,False,0,0,0,0,0,29661,12,35863
41TMN_15,False,0,0,0,6,0,0,0,65530
42SXG_17,False,0,0,0,0,0,1075,0,64461
50MRV_22,False,0,9234,1919,0,95,19557,27593,7138
44RKV_25,False,0,0,0,15051,10825,0,0,39660
43TFL_22,False,0,0,0,65536,0,0,0,0
50MRA_06,False,0,506,1075,0,64,1079,62463,349
45UXV_13,False,0,0,0,0,0,63464,766,1306
50SPF_03,True,0,1377,63428,0,0,0,731,0
38TLL_20,False,63,0,1717,0,290,356,47132,15978
36SXH_15,False,0,0,937,24861,22,33,36313,3370
47QKC_25,True,0,0,0,0,0,65171,0,365
41TMN_12,False,1,0,0,55053,0,0,0,10482
47RLN_06,False,0,0,0,6144,0,22,0,59370
42SXG_28,True,0,0,0,64512,0,0,0,1024
54MYA_10,False,0,0,0,0,850,47101,0,17585
46TDT_00,False,2,64466,0,1024,0,44,0,0
46RFV_05,False,8,0,4,0,0,540,150,64834
46REU_15,False,0,9,0,0,56987,761,0,7779
50TNT_12,False,0,0,0,0,0,24545,121,40870
48MTE_13,False,35,883,491,0,0,2327,61771,29
44RKV_13,True,0,0,0,0,0,3884,9,61643
53TLM_07,False,0,43,0,0,0,17216,735,47542
43TFL_14,False,0,0,2,64510,0,0,0,1024
47UMA_06,False,0,0,0,0,0,544,0,64992
54MYA_19,True,0,0,0,0,579,3406,0,61551
50MRV_14,False,0,65356,0,0,180,0,0,0
42SXG_21,True,0,0,0,0,0,0,0,65536
